OTU_ID	Kingdom	Phylum	Class	Order	Family	Genus	Species
OTU_71	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Piskurozymaceae	Solicoccozyma	
OTU_72	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Sagenomella	
OTU_73	Fungi	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomyces	
OTU_74	Fungi	Ascomycota	Eurotiomycetes	Onygenales			
OTU_75	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Atheliaceae	Tylospora	
OTU_76	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Geopora	
OTU_77	Fungi	Ascomycota					
OTU_78	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	
OTU_79	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Epicoccum	
OTU_80	Fungi	Ascomycota	Leotiomycetes	Helotiales			
OTU_81	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	
OTU_82	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metarhizium	
OTU_83	Fungi	Ascomycota	Eurotiomycetes	Onygenales			
OTU_84	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	
OTU_85	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Pseudogymnoascus	
OTU_86	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales			
OTU_87	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	
OTU_88	Fungi	Mucoromycota	Umbelopsidomycetes	Umbelopsidales	Umbelopsidaceae	Umbelopsis	
OTU_89	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Thelephora	
OTU_90	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	
OTU_91	Fungi	Ascomycota					
OTU_92	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Piloderma	
OTU_93	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	
OTU_94	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	
OTU_95	Fungi	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomyces	
OTU_96	Fungi	Ascomycota	Leotiomycetes	Helotiales	Leotiaceae	Pezoloma	
OTU_97	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae		
OTU_98	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae		
OTU_99	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae		
OTU_100	Fungi	Ascomycota	Eurotiomycetes	Onygenales			
OTU_101	Fungi	Basidiomycota	Agaricomycetes	Gomphales	Gautieriaceae	Gautieria	
OTU_102	Fungi	Ascomycota	Leotiomycetes	Helotiales			
OTU_103	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	
OTU_104	Fungi	Ascomycota	Leotiomycetes	Helotiales	Myxotrichaceae	Oidiodendron	
OTU_105	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales			
OTU_106	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Terfezia	
OTU_107	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	
OTU_108	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	
OTU_109	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Hyaloscypha	
OTU_110	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
OTU_111	Fungi	Ascomycota	Dothideomycetes	Dothideales			
OTU_112	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales			
OTU_113	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	
OTU_114	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	
OTU_115	Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Ciboria	
OTU_116	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	
OTU_117	Fungi	Ascomycota	Sordariomycetes	Hypocreales			
OTU_118	Fungi	Basidiomycota	Agaricomycetes				
OTU_119	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	
OTU_120	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae		
OTU_121	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Calyptrozyma	
OTU_122	Fungi	Ascomycota	Dothideomycetes	Dothideales	Aureobasidiaceae	Aureobasidium	Aureobasidium pullulans
OTU_123	Fungi	Mucoromycota	Umbelopsidomycetes	Umbelopsidales	Umbelopsidaceae	Umbelopsis	
OTU_124	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	
OTU_125	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	
OTU_126	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	
OTU_127	Fungi	Ascomycota	Leotiomycetes	Helotiales			
OTU_128	Fungi	Basidiomycota	Agaricomycetes	Boletales	Rhizopogonaceae	Rhizopogon	
OTU_129	Fungi	Ascomycota	Sordariomycetes	Sordariales	Sordariaceae		
OTU_130	Fungi	Ascomycota	Leotiomycetes	Helotiales			
OTU_131	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Athelia	
OTU_132	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae		
OTU_133	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	
OTU_134	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	Spizellomycetaceae	Spizellomyces	Spizellomyces sp 
OTU_135	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae		
OTU_136	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	
OTU_137	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	
OTU_138	Fungi	Ascomycota	Leotiomycetes	Helotiales			
OTU_139	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Geopora	
OTU_140	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	
OTU_141	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae		
OTU_142	Fungi	Basidiomycota	Agaricomycetes	Agaricales			
OTU_143	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	
OTU_144	Fungi	Ascomycota	Leotiomycetes	Helotiales			
OTU_145	Fungi	Ascomycota	Leotiomycetes				
OTU_146	Fungi	Basidiomycota	Agaricomycetes				
OTU_147	Fungi	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomyces	
OTU_148	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hymenogastraceae	Hebeloma	
OTU_149	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae		
OTU_150	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Clavulinaceae	Clavulina	
OTU_151	Fungi						
OTU_152	Fungi	Basidiomycota	Agaricomycetes	Agaricales			
OTU_153	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	
OTU_154	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	
OTU_155	Fungi	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomyces	
OTU_156	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae		
OTU_157	Fungi	Ascomycota	Leotiomycetes	Helotiales	Incertae_sedis	Leohumicola	
OTU_158	Fungi	Ascomycota	Leotiomycetes	Helotiales			
OTU_159	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	
OTU_160	Fungi	Ascomycota					
OTU_161	Fungi	Ascomycota	Leotiomycetes	Helotiales			
OTU_162	Fungi	Ascomycota	Leotiomycetes	Helotiales			
OTU_163	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	
OTU_164	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Delicatula	
OTU_165	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Terfezia	
OTU_166	Fungi	Ascomycota	Leotiomycetes	Helotiales			
OTU_167	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	
OTU_168	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	
OTU_169	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae		
OTU_170	Fungi	Ascomycota	Leotiomycetes				
OTU_171	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Gymnostellatospora	
OTU_172	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Lachnum	
OTU_173	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae		
OTU_174	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	
OTU_175	Fungi	Basidiomycota	Tremellomycetes	Holtermanniales	Incertae_sedis	Holtermanniella	
OTU_176	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	
OTU_177	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales			
OTU_178	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Serendipitaceae		
OTU_179	Fungi	Ascomycota	Leotiomycetes	Helotiales			
OTU_180	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hymenogastraceae	Hymenogaster	
OTU_181	Fungi	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	Ochroconis	
OTU_182	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Naganishia	
OTU_183	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales			
OTU_184	Fungi	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomyces	
OTU_185	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Drechslera	
OTU_186	Fungi	Ascomycota	Geoglossomycetes	Geoglossales	Geoglossaceae	Geoglossum	
OTU_187	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	
OTU_188	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae		
OTU_189	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	
OTU_190	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	
OTU_191	Fungi	Ascomycota					
OTU_192	Fungi	Ascomycota	Leotiomycetes	Helotiales			
OTU_193	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	
OTU_194	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Mycena	
OTU_195	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales			
OTU_196	Fungi	Ascomycota	Dothideomycetes				
OTU_197	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	
OTU_198	Fungi	Basidiomycota	Agaricostilbomycetes	Agaricostilbales			
OTU_199	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lindgomycetaceae	Clohesyomyces	
OTU_200	Fungi	Ascomycota	Dothideomycetes	Mytilinidales	Gloniaceae	Cenococcum	Cenococcum geophilum
OTU_201	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Pseudotomentella	
OTU_202	Fungi	Ascomycota	Dothideomycetes	Venturiales			
OTU_203	Fungi	Ascomycota					
OTU_204	Fungi	Ascomycota					
OTU_205	Fungi	Ascomycota	Leotiomycetes	Helotiales			
OTU_206	Fungi	Ascomycota	Lecanoromycetes				
OTU_207	Fungi	Ascomycota	Dothideomycetes	Mytilinidales	Gloniaceae	Cenococcum	
OTU_208	Fungi	Ascomycota					
OTU_209	Fungi	Ascomycota	Gs37	Gs37			
OTU_210	Fungi	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomyces	
OTU_211	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	
OTU_212	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	
OTU_213	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae		
OTU_214	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hymenogastraceae	Hymenogaster	
OTU_215	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales			
OTU_216	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	
OTU_217	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae		
OTU_218	Fungi	Ascomycota	Leotiomycetes	Helotiales			
OTU_219	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	
OTU_220	Fungi	Ascomycota	Dothideomycetes	Capnodiales			
OTU_221	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	
OTU_222	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Lachnum	
OTU_223	Fungi	Ascomycota	Leotiomycetes				
OTU_224	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Psathyrella	
OTU_225	Fungi	Ascomycota	Xylonomycetes	Gs34			
OTU_226	Fungi	Ascomycota	Leotiomycetes	Helotiales			
OTU_227	Fungi	Ascomycota	Dothideomycetes	Dothideales	Aureobasidiaceae	Aureobasidium	
OTU_228	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusicolla	
OTU_229	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales			
OTU_230	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales			
OTU_231	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales			
OTU_232	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae		
OTU_233	Fungi	Ascomycota	Leotiomycetes	Helotiales	Incertae_sedis	Leohumicola	
OTU_234	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
OTU_235	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
OTU_236	Fungi						
OTU_237	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	
OTU_238	Fungi	Ascomycota	Leotiomycetes	Helotiales			
OTU_239	Fungi	Ascomycota					
OTU_240	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	
OTU_241	Fungi	Ascomycota	Eurotiomycetes	Eurotiales			
OTU_242	Fungi	Ascomycota	Leotiomycetes	Helotiales			
OTU_243	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	
OTU_244	Fungi	Ascomycota	Xylonomycetes	Gs34			
OTU_245	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Coniothyriaceae	Neoconiothyrium	
OTU_246	Fungi	Ascomycota	Sordariomycetes	Xylariales	Amphisphaeriaceae	Polyscytalum	
OTU_247	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
OTU_248	Fungi	Ascomycota	Sordariomycetes	Hypocreales			
OTU_249	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae		
OTU_250	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	
OTU_251	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Incertae_sedis	Minimedusa	Minimedusa polyspora
OTU_252	Fungi	Ascomycota					
OTU_253	Fungi	Ascomycota					
OTU_254	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Piloderma	
OTU_255	Fungi	Ascomycota	Leotiomycetes	Helotiales			
OTU_256	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae		
OTU_257	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	
OTU_258	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae		
OTU_259	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae		
OTU_260	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
OTU_261	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	
OTU_262	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetaceae	Hymenochaete	
OTU_263	Fungi	Ascomycota	Leotiomycetes	Helotiales			
OTU_264	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	
OTU_265	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Sebacinaceae	Sebacina	
OTU_266	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Tremella	
OTU_267	Fungi	Ascomycota	Sordariomycetes	Sordariales			
OTU_268	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Pseudeurotium	
OTU_269	Fungi	Ascomycota	Leotiomycetes	Helotiales			
OTU_270	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Humicola	
OTU_271	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Terfezia	
OTU_272	Fungi	Ascomycota	Pezizomycetes	Pezizales	Helvellaceae	Helvella	
OTU_273	Fungi	Ascomycota	Sordariomycetes	Hypocreales			
OTU_274	Fungi	Basidiomycota	Agaricomycetes				
OTU_275	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales			
OTU_276	Fungi	Ascomycota					
OTU_277	Fungi	Ascomycota	Leotiomycetes	Helotiales			
OTU_278	Fungi						
OTU_279	Fungi	Basidiomycota	Tremellomycetes	Tremellales			
OTU_280	Fungi	Ascomycota	Leotiomycetes	Helotiales	Myxotrichaceae	Oidiodendron	
OTU_281	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Knufia	
OTU_282	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae		
OTU_283	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	
OTU_284	Fungi	Ascomycota	Archaeorhizomycetes				
OTU_285	Fungi	Ascomycota	Leotiomycetes	Helotiales			
OTU_286	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	
OTU_287	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	
OTU_288	Fungi	Ascomycota	Leotiomycetes	Helotiales			
OTU_289	Fungi	Ascomycota	Sordariomycetes	Sordariales	Sordariaceae		
OTU_290	Fungi	Ascomycota	Leotiomycetes				
OTU_291	Fungi	Ascomycota	Leotiomycetes	Helotiales	Incertae_sedis	Leohumicola	
OTU_292	Fungi	Ascomycota	Leotiomycetes	Helotiales	Leotiaceae	Pezoloma	
OTU_293	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae		
OTU_294	Fungi	Ascomycota	Leotiomycetes	Helotiales			
OTU_295	Fungi	Ascomycota	Leotiomycetes	Helotiales			
OTU_296	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae		
OTU_297	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Rhynchogastremataceae	Papiliotrema	
OTU_298	Fungi	Basidiomycota	Agaricomycetes	Agaricales			
OTU_299	Fungi	Ascomycota	Leotiomycetes	Helotiales			
OTU_300	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	
OTU_301	Fungi	Ascomycota	Leotiomycetes	Helotiales	Incertae_sedis	Leohumicola	
OTU_302	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
OTU_303	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
OTU_304	Fungi	Ascomycota					
OTU_305	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodosporidiobolus	
OTU_306	Fungi	Ascomycota					
OTU_307	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	
OTU_308	Fungi	Ascomycota					
OTU_309	Fungi	Basidiomycota	Agaricomycetes	Agaricales			
