OTUID,Kingdom,conf,Phylum,conf,Class,conf,Order,conf,Family,conf,Genus,conf
OTU_295,Fungi,0.98,Ascomycota,0.9604,Leotiomycetes,0.6723,Helotiales,0.2555,Leotiaceae,0.0971,Alatospora,0.0369
OTU_297,Fungi,0.72,Ascomycota,0.504,Dothideomycetes,0.2268,Capnodiales,0.0862,Teratosphaeriaceae,0.0155,Parapenidiella,0.0025
OTU_300,Fungi,1,Basidiomycota,1,Agaricomycetes,1,Trechisporales,1,Hydnodontaceae,1,uncultured,0.84
OTU_301,Fungi,1,Incertae_Sedis,1,Incertae_Sedis,1,Mucorales,1,Mucoraceae,0.54,Umbelopsis,0.2916
OTU_303,Fungi,0.97,Ascomycota,0.4268,Taphrinomycetes,0.1536,Taphrinales,0.0553,Protomycetaceae,0.0199,Saitoella,0.0072
OTU_302,Fungi,0.99,Ascomycota,0.9801,Dothideomycetes,0.6371,Pleosporales,0.3886,uncultured_fungus,0.0622,,
OTU_331,Fungi,0.37,Ascomycota,0.1184,Sordariomycetes,0.0166,Sordariales,0.0018,Sordariaceae,0.0002,Neurospora,0
OTU_339,Fungi,0.76,Ascomycota,0.3648,Saccharomycetes,0.0547,Saccharomycetales,0.0082,Lipomycetaceae,0.0011,Dipodascopsis,0.0001
OTU_345,Fungi,0.74,Ascomycota,0.4218,Dothideomycetes,0.1561,Incertae_Sedis,0.0218,Incertae_Sedis,0.0042,Cryomyces,0.0005
OTU_356,Fungi,1,Chytridiomycota,0.91,Incertae_Sedis,0.8372,Chytridiomycetes,0.7619,Cladochytriales,0.5333,f:Cladochytriaceae,0.3733
OTU_366,Fungi,1,Entomophthoromycota,1,Incertae_Sedis,1,Entomophthorales,1,insect_metagenome,0.63,,
OTU_367,Fungi,1,Ascomycota,1,Pezizomycetes,1,Pezizales,1,Sarcosomataceae,0.66,Pseudoplectania,0.099
OTU_374,Fungi,0.37,Incertae_Sedis,0.0259,Incertae_Sedis,0.0018,Harpellales,0.0001,Legeriomycetaceae,0,Capniomyces,0
OTU_382,Fungi,1,Entomophthoromycota,1,Incertae_Sedis,1,Entomophthorales,1,Entomophthoraceae,1,Zoophthora,1
OTU_393,Fungi,1,Cryptomycota,1,uncultured_eukaryote,0.5,,,,,d:Eukaryota,
OTU_397,Fungi,0.93,Incertae_Sedis,0.7812,Incertae_Sedis,0.7109,Mortierellales,0.5971,Mortierellaceae,0.1314,Mortierella,0.0289
OTU_406,Fungi,0.91,Chytridiomycota,0.5005,Incertae_Sedis,0.2803,Chytridiomycetes,0.1542,Chytridiales,0.0401,uncultured_Chytridiomycota,0.01
OTU_407,Fungi,1,Incertae_Sedis,0.99,Incertae_Sedis,0.9801,Endogonales,0.9311,Mucoromycotina_sp._MIB_8846,0.3073,,
OTU_425,Fungi,0.73,Ascomycota,0.511,Dothideomycetes,0.2504,Capnodiales,0.1027,Teratosphaeriaceae,0.0205,Parapenidiella,0.0039
OTU_427,Fungi,1,Basidiomycota,1,Agaricomycetes,0.61,Boletales,0.0915,Sclerodermataceae,0.0137,Pisolithus,0.0021
OTU_430,Fungi,0.93,Chytridiomycota,0.6045,Incertae_Sedis,0.4171,Chytridiomycetes,0.2711,Chytridiales,0.1139,uncultured_Chytridiomycota,0.0535
OTU_437,Fungi,0.93,Chytridiomycota,0.2232,Incertae_Sedis,0.1004,Chytridiomycetes,0.0241,Rhizophydiales,0.0046,f:uncultured,0.0009
OTU_450,Fungi,1,Ascomycota,1,Sordariomycetes,0.99,Incertae_Sedis,0.7623,Annulatascaceae,0.5641,Rhamphoria,0.3046
OTU_453,Fungi,0.92,Neocallimastigomycota,0.2116,Neocallimastigomycetes,0.0487,Neocallimastigales,0.0112,Neocallimastigaceae,0.0026,Orpinomyces_sp._C1A,0.0004
OTU_452,Fungi,1,Chytridiomycota,1,Incertae_Sedis,1,Chytridiomycetes,1,Lobulomycetales,1,f:Lobulomycetaceae,1
OTU_451,Fungi,0.97,Chytridiomycota,0.7857,Incertae_Sedis,0.7464,Chytridiomycetes,0.6046,Chytridiales,0.4595,uncultured_eukaryote,0.1424
OTU_455,Fungi,0.84,Chytridiomycota,0.1848,Incertae_Sedis,0.0407,Chytridiomycetes,0.0089,Fimicolochytrium_alabamae,0.0009,,
OTU_457,Fungi,0.92,Ascomycota,0.5336,Sordariomycetes,0.1921,Lulworthiales,0.0576,Lulworthiaceae,0.0104,Lulworthia,0.0019
OTU_465,Fungi,0.42,Ascomycota,0.0966,Saccharomycetes,0.0097,Saccharomycetales,0.001,Incertae_Sedis,0.0001,Candida,0
OTU_476,Fungi,0.99,Basidiomycota,0.9603,Agaricomycetes,0.7586,uncultured_soil_fungus,0.4097,,,,
OTU_481,Fungi,0.96,Entomophthoromycota,0.8544,Incertae_Sedis,0.769,Entomophthorales,0.6844,unidentified,0.2874,,
OTU_484,Fungi,0.38,Basidiomycota,0.0418,Agaricomycetes,0.0038,Auriculariales,0.0002,Incertae_Sedis,0,Pseudohydnum,0
OTU_491,Fungi,0.4,Ascomycota,0.144,Sordariomycetes,0.0259,Sordariales,0.0029,Sordariaceae,0.0003,Neurospora,0
OTU_488,Fungi,1,Ascomycota,1,Lecanoromycetes,0.59,Lecanorales,0.2773,Myelorrhiza_sp._Streimann_57197,0.0555,,
OTU_493,Fungi,0.99,Ascomycota,0.9009,Lecanoromycetes,0.2613,Lecanorales,0.0444,Sphaerophoraceae,0.0076,Bunodophoron,0.0012
OTU_497,Fungi,0.83,Ascomycota,0.6059,Dothideomycetes,0.2969,Capnodiales,0.1306,Teratosphaeriaceae,0.0183,Parapenidiella,0.0022
OTU_498,Fungi,0.93,Basidiomycota,0.7347,Entorrhizomycetes,0.4996,Entorrhizales,0.3397,Entorrhizaceae,0.231,Entorrhiza,0.1571
OTU_506,Fungi,0.43,Ascomycota,0.0946,Sordariomycetes,0.0085,Hypocreales,0.0008,Stereopsis_radicans,0.0001,,
OTU_509,Fungi,0.7,Ascomycota,0.357,Dothideomycetes,0.1,Capnodiales,0.026,Teratosphaeriaceae,0.0036,Parapenidiella,0.0003
OTU_515,Fungi,1,Chytridiomycota,1,Incertae_Sedis,1,Chytridiomycetes,1,Chytridiales,1,uncultured_Chytridiomycota,0.87
OTU_528,Fungi,0.57,Ascomycota,0.2109,Saccharomycetes,0.0274,Saccharomycetales,0.0036,uncultured_Galactomyces,0.0003,,
OTU_529,Fungi,0.62,Ascomycota,0.1798,Incertae_Sedis,0.0324,Incertae_Sedis,0.0039,Incertae_Sedis,0.0007,Ochroconis,0.0001
OTU_533,Fungi,1,Basidiomycota,1,Tremellomycetes,1,Tremellales,0.99,Cryptococcus_rajasthanensis,0.2376,,
OTU_538,Fungi,0.71,Chytridiomycota,0.1988,Incertae_Sedis,0.0596,Chytridiomycetes,0.0155,Chytridiales,0.0039,f:Incertae_Sedis,0.0007
OTU_546,Fungi,0.89,Chytridiomycota,0.6497,Incertae_Sedis,0.4743,Chytridiomycetes,0.3462,Chytridiales,0.0969,uncultured_Chytridiomycota,0.0553
OTU_548,Fungi,0.92,Ascomycota,0.7544,Pezizomycetes,0.1358,Pezizales,0.0244,Helvellaceae,0.0039,Helvella,0.0006
OTU_551,Fungi,1,Basidiomycota,1,Tremellomycetes,0.49,Cystofilobasidiales,0.1666,Cystofilobasidiaceae,0.0566,Mrakia,0.0091
OTU_553,Fungi,0.61,Incertae_Sedis,0.2257,Incertae_Sedis,0.1174,Zoopagales,0.0423,Cochlonemataceae,0.008,Cochlonema,0.0015
OTU_558,Fungi,0.55,Ascomycota,0.2475,Saccharomycetes,0.0668,Saccharomycetales,0.018,Incertae_Sedis,0.0038,Candida,0.0005
OTU_559,Fungi,1,Cryptomycota,1,uncultured_Banisveld_eukaryote,0.77,,,,,d:Eukaryota,
OTU_560,Fungi,0.71,Incertae_Sedis,0.3692,Incertae_Sedis,0.192,Zoopagales,0.0998,uncultured_eukaryote,0.0649,,
OTU_561,Fungi,1,Basidiomycota,1,Tremellomycetes,0.99,Tremellales,0.9801,uncultured_Tremellaceae,0.6959,,
OTU_582,Fungi,0.5,Incertae_Sedis,0.045,Incertae_Sedis,0.0063,Harpellales,0.0006,Harpellomyces_sp._PA-3-1d,0,,
OTU_584,Fungi,0.52,Ascomycota,0.182,Sordariomycetes,0.0237,Hypocreales,0.0031,Stereopsis_radicans,0.0004,,
OTU_583,Fungi,1,Ascomycota,1,Lecanoromycetes,0.91,Lecanorales,0.3458,Porpidiaceae,0.0726,Romjularia,0.0152
OTU_592,Fungi,0.67,Ascomycota,0.4087,Sordariomycetes,0.237,Sordariales,0.0308,Podospora_anserina,0.0025,,
OTU_600,Fungi,0.65,Ascomycota,0.364,Dothideomycetes,0.1201,Capnodiales,0.0312,Teratosphaeriaceae,0.0044,Parapenidiella,0.0005
OTU_602,Fungi,0.38,Incertae_Sedis,0.0304,Incertae_Sedis,0.0033,Harpellales,0.0002,Zancudomyces_culisetae,0,,
OTU_595,Fungi,1,Basidiomycota,1,Agaricomycetes,0.97,Russulales,0.5723,Bondarzewiaceae,0.1889,Echinodontium,0.0378
OTU_603,Fungi,0.75,Ascomycota,0.525,Dothideomycetes,0.2205,Capnodiales,0.0617,Teratosphaeriaceae,0.0093,Parapenidiella,0.0009
OTU_608,Fungi,0.41,Ascomycota,0.0656,Sordariomycetes,0.0033,Hypocreales,0.0002,Stereopsis_radicans,0,,
OTU_612,Fungi,0.49,Incertae_Sedis,0.098,Incertae_Sedis,0.0147,Harpellales,0.0021,Legeriomycetaceae,0.0003,Smittium,0
OTU_619,Fungi,0.66,Ascomycota,0.396,Sordariomycetes,0.2099,Sordariales,0.0273,Cephalothecaceae,0.003,Phialemonium,0.0002
OTU_616,Fungi,0.98,Chytridiomycota,0.6664,Incertae_Sedis,0.4532,Chytridiomycetes,0.3081,uncultured,0.1541,uncultured_Chytridiomycota,0.1017
OTU_623,Fungi,0.28,Incertae_Sedis,0.0392,Incertae_Sedis,0.0063,Harpellales,0.0006,Zancudomyces_culisetae,0.0001,,
OTU_618,Fungi,1,Ascomycota,1,Dothideomycetes,0.86,Capnodiales,0.7396,Mycosphaerellaceae,0.4142,Mycosphaerella,0.0704
OTU_627,Fungi,0.79,Ascomycota,0.6162,Dothideomycetes,0.3143,Capnodiales,0.1351,Teratosphaeriaceae,0.0311,Parapenidiella,0.0062
OTU_624,Fungi,0.99,Basidiomycota,0.9405,Agaricomycetes,0.7336,s:uncultured_Basidiomycota,0.1174,,,,
OTU_631,Fungi,0.75,Ascomycota,0.5625,Sordariomycetes,0.4106,Hypocreales,0.1232,Stachybotrys_chartarum_IBT_7711,0.0099,,
OTU_635,Fungi,0.56,Ascomycota,0.1736,Pezizomycetes,0.0122,Pezizales,0.0009,Incertae_Sedis,0.0001,Cephaliophora,0
OTU_638,Fungi,0.69,Ascomycota,0.4347,Sordariomycetes,0.2521,Sordariales,0.0227,Chaetomiaceae,0.0014,Chaetomium,0.0001
OTU_636,Fungi,1,Ascomycota,1,Eurotiomycetes,0.99,Eurotiales,0.9504,Monascaceae,0.2756,Monascus,0.0799
OTU_639,Fungi,0.9,Ascomycota,0.729,Dothideomycetes,0.3353,Pleosporales,0.1174,uncultured_fungus,0.0129,,
OTU_642,Fungi,0.4,Ascomycota,0.068,Sordariomycetes,0.0041,Hypocreales,0.0002,Stereopsis_radicans,0,,
OTU_643,Fungi,0.42,Ascomycota,0.1092,Sordariomycetes,0.0098,Hypocreales,0.0009,Stereopsis_radicans,0.0001,,
OTU_645,Fungi,0.27,Incertae_Sedis,0.0351,Incertae_Sedis,0.0049,Harpellales,0.0006,Zancudomyces_culisetae,0.0001,,
OTU_646,Fungi,0.71,Ascomycota,0.3692,Leotiomycetes,0.0628,Erysiphales,0.0094,Erysiphaceae,0.0013,Microidium,0.0001
OTU_652,Fungi,0.41,Basidiomycota,0.0492,Tremellomycetes,0.0044,Filobasidiales,0.0002,Filobasidiaceae,0,uncultured_Tremellomycetes,0
OTU_651,Fungi,0.92,Ascomycota,0.8188,Saccharomycetes,0.2375,Saccharomycetales,0.0689,Candida_sp._BG02-7-17-009B-2-1,0.0041,,
OTU_654,Fungi,1,Ascomycota,1,Orbiliomycetes,0.89,Orbiliales,0.7921,Orbiliaceae,0.705,Drechslerella,0.5287
OTU_657,Fungi,1,Ascomycota,1,Eurotiomycetes,0.29,uncultured_fungus,0.0319,,,,
OTU_666,Fungi,0.55,Ascomycota,0.2145,Incertae_Sedis,0.0493,Incertae_Sedis,0.0104,Incertae_Sedis,0.0029,Ochroconis,0.0006
OTU_674,Fungi,0.4,Ascomycota,0.096,Schizosaccharomycetes,0.0106,Schizosaccharomycetales,0.0012,Schizosaccharomycetaceae,0.0001,Schizosaccharomyces,0
OTU_671,Fungi,0.81,Chytridiomycota,0.3564,Incertae_Sedis,0.1675,Chytridiomycetes,0.0737,Spizellomycetales,0.0103,uncultured_Chytridiomycota,0.0036
OTU_677,Fungi,0.51,Ascomycota,0.1683,Saccharomycetes,0.0101,Saccharomycetales,0.0006,Incertae_Sedis,0,Candida,0
OTU_690,Fungi,0.59,uncultured,0.1829,uncultured_fungus,0.053,,,,,d:Eukaryota,
OTU_687,Fungi,0.98,Chytridiomycota,0.6664,Incertae_Sedis,0.4598,Chytridiomycetes,0.3127,Chytridiales,0.1532,f:Endochytriaceae,0.0613
OTU_689,Fungi,0.97,Chytridiomycota,0.7954,Incertae_Sedis,0.7318,Chytridiomycetes,0.6,Chytridiales,0.474,uncultured_Chytridiales,0.237
OTU_692,Fungi,0.82,Ascomycota,0.5986,Dothideomycetes,0.3472,Incertae_Sedis,0.066,Incertae_Sedis,0.0185,Cryomyces,0.003
OTU_694,Fungi,0.38,Incertae_Sedis,0.0418,Incertae_Sedis,0.0063,Harpellales,0.0006,Zancudomyces_culisetae,0,,
OTU_696,Fungi,0.42,Ascomycota,0.0882,Sordariomycetes,0.0062,Hypocreales,0.0004,Stereopsis_radicans,0,,
OTU_700,Fungi,0.68,Ascomycota,0.3536,Dothideomycetes,0.1167,Capnodiales,0.035,Teratosphaeriaceae,0.006,Parapenidiella,0.0008
OTU_699,Fungi,0.32,Ascomycota,0.0672,Saccharomycetes,0.006,Saccharomycetales,0.0005,Metschnikowiaceae,0,Metschnikowia,0
OTU_704,Fungi,0.52,Chytridiomycota,0.234,Incertae_Sedis,0.1123,Chytridiomycetes,0.0494,Rhizophydiales,0.0064,f:Incertae_Sedis,0.0007
OTU_697,Fungi,0.98,uncultured,0.1568,Cercomonadida_environmental_sample,0.0251,,,,,d:Eukaryota,
OTU_705,Fungi,0.9,Chytridiomycota,0.684,Incertae_Sedis,0.5198,Chytridiomycetes,0.3951,uncultured,0.1304,uncultured_soil_fungus,0.0287
OTU_709,Fungi,0.98,Ascomycota,0.9408,Sordariomycetes,0.7715,Hypocreales,0.324,Clavicipitaceae,0.0583,Metarhizium,0.0105
OTU_698,Fungi,0.26,Neocallimastigomycota,0.0598,Neocallimastigomycetes,0.0138,Neocallimastigales,0.0032,Neocallimastigaceae,0.0007,Orpinomyces_sp._C1A,0.0002
OTU_714,Fungi,1,Ascomycota,0.99,Dothideomycetes,0.9504,Pleosporales,0.9029,uncultured_fungus,0.623,,
OTU_715,Fungi,0.55,Basidiomycota,0.0935,Pucciniomycetes,0.0075,Pucciniales,0.0004,Cronartium_ribicola,0,,
OTU_719,Fungi,0.86,Ascomycota,0.6106,Dothideomycetes,0.2442,Capnodiales,0.0855,Teratosphaeriaceae,0.0171,Parapenidiella,0.0032
OTU_722,Fungi,0.37,Cryptomycota,0.0185,uncultured_eukaryote,0.0017,,,,,d:Eukaryota,
OTU_724,Fungi,0.57,Basidiomycota,0.0798,Tremellomycetes,0.0048,Filobasidiales,0.0001,Filobasidiaceae,0,uncultured_Tremellomycetes,0
OTU_725,Fungi,0.52,Ascomycota,0.1352,Sordariomycetes,0.0122,Hypocreales,0.001,Stereopsis_radicans,0.0001,,
OTU_727,Fungi,0.48,Entomophthoromycota,0.0432,Incertae_Sedis,0.0082,Entomophthorales,0.0007,Ancylistaceae,0,Conidiobolus,0
OTU_732,Fungi,0.45,Incertae_Sedis,0.0405,Incertae_Sedis,0.0053,Harpellales,0.0004,Legeriomycetaceae,0,Smittium,0
OTU_734,Fungi,0.43,Ascomycota,0.1204,Saccharomycetes,0.0144,Saccharomycetales,0.0017,Incertae_Sedis,0.0002,Candida,0
OTU_740,Fungi,0.72,Ascomycota,0.36,Dothideomycetes,0.0864,Capnodiales,0.0199,Teratosphaeriaceae,0.003,Parapenidiella,0.0004
OTU_742,Fungi,0.32,Basidiomycota,0.0512,Pucciniomycetes,0.0026,Platygloeales,0.0001,Platygloeaceae,0,Naohidea,0
OTU_738,Fungi,0.86,Chytridiomycota,0.602,Incertae_Sedis,0.4214,Chytridiomycetes,0.295,Chytridiales,0.1947,uncultured_Chytridiomycota,0.0526
OTU_743,Fungi,0.47,Ascomycota,0.1457,Sordariomycetes,0.0087,Hypocreales,0.0005,Stereopsis_radicans,0,,
OTU_736,Fungi,1,Basidiomycota,0.78,Dacrymycetes,0.1872,Dacrymycetales,0.0449,Dacrymycetaceae,0.0108,Dacrymycetes_sp._NBRC_110597,0.0014
OTU_746,Fungi,0.8,Ascomycota,0.584,Sordariomycetes,0.4146,Hypocreales,0.1576,Ophiocordycipitaceae,0.0252,Ophiocordyceps,0.0038
OTU_747,Fungi,0.59,Entomophthoromycota,0.2773,Incertae_Sedis,0.1386,Entomophthorales,0.0652,Ancylistaceae,0.0267,Conidiobolus,0.011
OTU_750,Fungi,1,Ascomycota,1,Lecanoromycetes,1,s:lecanoromycete_sp._RB-1,1,,,,
OTU_748,Fungi,1,Ascomycota,1,Sordariomycetes,0.67,Incertae_Sedis,0.3283,Apiosporaceae,0.1477,Arthrinium,0.0473
OTU_755,Fungi,0.96,Ascomycota,0.9024,Lecanoromycetes,0.1805,Teloschistales,0.0325,Teloschistaceae,0.0058,Xanthomendoza,0.0011
OTU_756,Fungi,0.92,Chytridiomycota,0.828,Incertae_Sedis,0.7535,Chytridiomycetes,0.6781,Chytridiales,0.6035,uncultured_eukaryote,0.3621
OTU_760,Fungi,1,Basidiomycota,1,Atractiellomycetes,0.98,Atractiellales,0.9604,Phleogenaceae,0.9412,Phleogena,0.7718
OTU_758,Fungi,0.95,Incertae_Sedis,0.76,Incertae_Sedis,0.6536,Endogonales,0.5229,Mucoromycotina_sp._WR148.B-B,0.4183,,
OTU_763,Fungi,0.55,Basidiomycota,0.066,Microbotryomycetes,0.004,Sporidiobolales,0.0002,Incertae_Sedis,0,Rhodotorula,0
OTU_765,Fungi,0.41,Ascomycota,0.1066,Sordariomycetes,0.0064,Hypocreales,0.0004,Stereopsis_radicans,0,,
OTU_769,Fungi,0.57,Ascomycota,0.2052,Saccharomycetes,0.039,Saccharomycetales,0.0074,Saccharomyces_cerevisiae_,baker's_yeast,,
OTU_773,Fungi,0.44,Ascomycota,0.0792,Sordariomycetes,0.004,Hypocreales,0.0002,Stereopsis_radicans,0,,
OTU_774,Fungi,0.83,Ascomycota,0.5976,Dothideomycetes,0.3167,Capnodiales,0.1489,Teratosphaeriaceae,0.0417,Teratosphaeria,0.0079
OTU_775,Fungi,0.78,Ascomycota,0.5772,Dothideomycetes,0.3117,Capnodiales,0.1496,Teratosphaeriaceae,0.0269,Parapenidiella,0.0046
OTU_772,Fungi,1,Ascomycota,0.99,Pezizomycetes,0.6237,Pezizales,0.3929,Ascobolaceae,0.2436,Thecotheus,0.1486
OTU_781,Fungi,0.46,Ascomycota,0.1334,Sordariomycetes,0.0107,Hypocreales,0.0009,Stereopsis_radicans,0.0001,,
OTU_777,Fungi,0.62,Chytridiomycota,0.1736,Incertae_Sedis,0.0538,Chytridiomycetes,0.0124,uncultured,0.0025,uncultured_Chytridiomycota,0.0005
OTU_785,Fungi,0.57,Ascomycota,0.2223,Eurotiomycetes,0.0311,Chaetothyriales,0.0044,Herpotrichiellaceae,0.0006,Exophiala,0.0001
OTU_786,Fungi,0.92,Chytridiomycota,0.7544,Incertae_Sedis,0.694,Chytridiomycetes,0.5691,Chytridiales,0.4553,uncultured_eukaryote,0.2231
OTU_792,Fungi,0.42,Incertae_Sedis,0.0966,Incertae_Sedis,0.0251,Harpellales,0.0045,Zancudomyces_culisetae,0.0006,,
OTU_794,Fungi,0.4,Ascomycota,0.128,Dothideomycetes,0.0141,Capnodiales,0.001,Mycosphaerellaceae,0,Mycosphaerella,0
OTU_787,Fungi,0.99,Chytridiomycota,0.8712,Incertae_Sedis,0.7667,Chytridiomycetes,0.6747,Spizellomycetales,0.425,uncultured_Chytridiomycota,0.1615
OTU_795,Fungi,0.68,Ascomycota,0.4352,Sordariomycetes,0.2611,Xylariales,0.0339,Xylaria_sp._JS573,0.0044,,
OTU_797,Fungi,0.43,Incertae_Sedis,0.0172,Incertae_Sedis,0.0007,Harpellales,0,Legeriomycetaceae,0,Capniomyces,0
OTU_796,Fungi,1,Ascomycota,0.44,Saccharomycetes,0.0748,Saccharomycetales,0.0127,Incertae_Sedis,0.0043,Zygoascus,0.0006
OTU_802,Fungi,0.33,Incertae_Sedis,0.0099,Incertae_Sedis,0.0009,Kickxellales,0,Kickxellaceae,0,Mycoemilia,0
OTU_800,Fungi,0.91,Ascomycota,0.6734,Dothideomycetes,0.3098,Capnodiales,0.1239,Teratosphaeriaceae,0.0347,Parapenidiella,0.0049
OTU_801,Fungi,0.98,Ascomycota,0.9604,Leotiomycetes,0.8163,Rhytismatales,0.4327,Rhytismataceae,0.2293,Naemacyclus,0.1215
OTU_805,Fungi,0.55,Ascomycota,0.1155,Sordariomycetes,0.0116,Hypocreales,0.001,Incertae_Sedis,0.0002,Myrothecium,0
OTU_813,Fungi,0.41,Ascomycota,0.082,Sordariomycetes,0.0033,Hypocreales,0.0001,Stereopsis_radicans,0,,
OTU_815,Fungi,0.48,Ascomycota,0.192,Archaeorhizomycetes,0.023,Archaeorhizomycetales,0.0028,Archaeorhizomycetaceae,0.0003,Archaeorhizomyces,0
OTU_811,Fungi,0.6,Chytridiomycota,0.186,Incertae_Sedis,0.0688,Chytridiomycetes,0.0213,Chytridiales,0.0026,uncultured_Chytridiomycota,0.0004
OTU_818,Fungi,0.73,Ascomycota,0.4964,Sordariomycetes,0.3227,Sordariales,0.0581,Cephalothecaceae,0.0099,Phialemonium,0.0015
OTU_821,Fungi,0.95,Entomophthoromycota,0.893,Incertae_Sedis,0.8394,Entomophthorales,0.7891,Ancylistaceae,0.3551,Conidiobolus,0.1598
OTU_824,Fungi,0.61,Basidiomycota,0.1769,Agaricomycetes,0.0248,Agaricales,0.0012,Amylocorticiaceae,0,Ceraceomyces,0
